popularity,iscollect,Drama,Adventure,Fantasy,Western,Thriller,Animation,Action,Mystery,Foreign,Science Fiction,Documentary,Family,director_success,producer_success,actor1_success,actor2_success,revenue,budget
6.759181,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,15.581891875507052,15.60727002719233
7.81862,0,0,1,0,0,1,0,1,0,0,0,0,0,19.71236129724468,19.07041103491204,16.302188305099698,15.854555405295914,18.3687110524388,17.622173047734595
16.086919,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,17.673186917531172,0.0,0.0,19.87107807277645,16.38045991542581
5.69586,0,1,0,0,0,1,0,0,1,0,0,0,0,11.46417629996032,0.0,14.326242777368211,16.118776019455176,17.399029496420386,0.0
13.412445000000002,0,0,1,1,0,0,0,1,0,0,0,0,0,18.596896078995805,16.781453142124334,0.0,9.139703292376742,18.80551386894387,18.31532022829454
8.254856,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,10.399585250897506,8.877800393882573,0.0
9.718111,1,0,0,0,0,1,0,1,0,0,0,0,0,19.314263035863064,17.802619607078203,17.155396844741265,0.0,19.368556313591693,18.75715298057358
8.234382,0,0,0,0,0,1,0,1,0,0,0,0,0,13.894281996378892,0.0,18.101851942503746,1.0986122886681098,17.513007425288247,17.216707939626428
2.100499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11.928730267063795,0.0
13.676444,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0,18.746601545164694,0.0,18.9916442904101,19.061795198918137,17.727533563392424
0.32926,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11.4306302222434,0.0
3.055936,0,0,0,0,1,0,0,0,0,0,0,0,0,13.367097760145835,0.0,15.096444403426338,16.504571872593417,9.607302767592598,15.150511624696614
2.941626,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,12.0015054797889,0.0
9.718713000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,18.27486853557448,16.213405830762643,18.44350711864261,16.46875252257149,16.601618297594992,14.914122846632385
2.9719990000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,17.126053571358298,14.034148775486615,17.008566787435473,17.034386382832476
9.383088,0,1,0,0,0,0,0,0,0,0,0,0,0,15.79529473450696,0.0,0.0,16.724852843244854,13.836215719030767,15.60727002719233
5.615303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,11.72406930688888,17.66937545472996,16.523560759066484
2.382068,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,15.274125580663785,15.178239421061456
16.646029000000002,1,0,1,0,0,0,1,0,0,0,0,0,1,19.37886934834243,19.764216695242787,19.764216695242787,16.85599939545853,20.309174802274413,18.197537192638155
20.328822,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0,17.25449926630882,15.854555405295914,16.276408030316883,18.863827670183557,17.599700191882533
8.984386,0,1,0,0,0,0,0,0,0,0,0,0,0,15.48025242133999,0.0,0.0,0.0,13.390787704085026,0.0
8.105708,1,0,1,0,0,1,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,18.60300230074632,17.45309671769066
1.572904,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,14.220975666072441,13.235692062711331
4.473326999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,17.549204354561176,16.06680235657077,17.216707939626428,16.48273876454623,17.047631596424598,16.300417207752275
1.012665,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,17.394628185959007,0.0,0.0,16.213405830762643,0.0
5.410839,0,1,0,0,0,0,0,0,0,0,0,0,1,16.77661277316671,0.0,16.61887093887081,0.0,16.678542693306042,0.0
8.759801,0,0,0,0,0,0,0,1,0,0,0,0,0,19.78292292661016,14.372183734949346,0.0,17.925824494915787,17.645663159833187,16.811242831518268
9.122717999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,16.480193862361272,0.0,0.0,0.0,17.411402632483526,0.0
2.94798,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13.870886606556795,0.0
17.038823999999998,1,0,0,1,0,0,0,1,0,0,0,0,0,17.44792208920626,16.559120934465035,17.067303268550376,18.714060948669342,19.288651113682832,18.643824295266572
1.8824459999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11.691598708087088,0.0
3.909079,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,17.155396844741265,17.9069731044993,17.053519413449806,16.454567887579532
23.065078,1,0,1,0,0,1,0,1,0,0,0,0,0,16.545974353903386,19.67969281464384,16.11809565095832,16.531605976011992,20.21084888101609,18.82614585206053
1.8010709999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,13.298581345137794,0.0,18.4255603293876,0.0,16.48273876454623,15.201804919084164
6.3816120000000005,0,1,0,1,0,1,0,0,0,0,0,0,0,18.44650620730786,17.887310420844546,16.07378769168366,16.823177726474217,17.04363504182894,0.0
7.743144,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,16.768857167186667,0.0,16.454567887579532,15.424948470398377
11.160699000000001,0,1,1,0,0,0,0,0,0,0,0,0,0,11.93920575945898,0.0,15.882373317437253,15.625437331147776,16.686524602908527,16.300417207752275
8.822275999999997,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,17.622173047734595,15.35498448467545,0.0,16.284128514352506,14.220975666072441
5.145185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,17.516443056421636,13.48696204556011,12.230472532353707,16.300417207752275
6.303552,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,19.153048637665588,11.945486798740092,0.0
14.284787,0,1,0,0,0,0,0,0,0,0,0,0,0,2.9444389791664403,16.88782083634239,17.925121001406808,0.0,16.390398517344998,14.50865773852422
2.238808,1,1,0,0,0,1,0,1,0,0,0,0,0,0.0,18.099477668096878,17.93057107210468,0.0,18.881065080795654,18.258161814454592
12.092096000000002,0,1,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,18.153828757708137,16.866025717691947,17.182806387950748
7.667491,0,1,0,0,0,0,0,0,0,0,0,0,0,15.537689125706766,0.0,16.85566475451347,0.0,16.63428916180525,0.0
8.290384,0,0,0,0,0,0,0,0,0,0,0,0,0,15.60727002719233,0.0,12.712335877396221,0.0,15.927702768474786,16.213405830762643
0.9195559999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,9.763823105408155,0.0
2.482536,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,14.648419680899375,13.005829561148376
9.665251,1,0,0,0,0,0,0,0,0,0,0,0,0,16.239752329917245,18.061476876408808,0.0,0.0,17.031271015109905,16.64872390202049
0.660663,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,13.122363377404328,0.0,13.122363377404328,13.122363377404328
10.451986,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,17.500541214951607,15.60727002719233
2.6333990000000003,0,1,0,0,0,1,0,1,0,0,0,0,0,17.622173047734595,18.007172768525226,17.646808314507282,0.0,17.38813986344996,0.0
6.636625,0,0,0,0,0,1,0,0,0,0,0,0,0,16.63864653074509,0.0,0.0,14.234086673289106,13.566818402803689,14.220975666072441
4.9840800000000005,0,1,0,0,0,1,0,1,0,0,0,0,0,17.745137697340773,17.032062444578568,16.276408030316883,0.0,16.038778596601382,16.523560759066484
4.3490459999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,18.703416116634074,18.119054150345658,18.807973469992188,16.26549832842943,16.14615070177298
10.947957,0,1,0,0,0,1,0,0,1,0,0,0,0,15.838874748304296,0.0,11.928730267063795,15.216612986462323,18.337025380154568,17.576710673657836
7.4828649999999985,1,0,0,0,0,1,0,0,0,0,1,0,0,16.670519639790946,0.0,19.96963377480591,0.0,17.514356605175387,17.147715068139483
10.239941,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,17.816788245623574,0.0,0.0,16.388250413614692,14.50865773852422
7.260574,0,1,1,0,0,1,0,1,1,0,1,0,0,17.789722701890604,20.491290053548575,0.0,0.0,18.839536469556588,17.727533563392424
9.741644,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,18.481399478987075,15.89495209964411
12.314278,0,0,0,0,0,1,0,1,0,0,0,0,0,16.835126482841346,0.0,0.0,0.0,17.29342348766863,15.830413578506539
13.655178,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,16.62287744753993,13.771809422693176,15.515713427218035,16.392880536087333,16.811242831518268
4.359884,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,16.939797598759668,18.757738466286217,0.0
25.261865,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,16.263705590849312,19.391859372881857,19.01372578157025,17.216707939626428
3.83196,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12.279968809539847,0.0
1.690768,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,16.118776019455176,0.0,16.523560759066484,17.37085861945369
14.322814000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,14.817785939924336,0.0
18.184055999999998,0,1,0,0,0,1,0,0,1,0,0,0,0,15.761420707019589,11.46417629996032,0.0,0.0,16.817092637987926,16.523560759066484
0.181963,0,1,0,0,0,0,0,0,0,0,0,0,0,14.099645346236315,0.0,14.803191285925102,0.0,9.571714258571381,0.0
2.942355,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,8.119100837637486,14.731801289838428
1.0421120000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11.198214720130528,0.0
11.003515,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,16.951004773893427,16.166885815127753
5.529808,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,17.032245412590424,17.114781520702884,14.706278332607345,17.65745582507877,15.60727002719233
7.958502,0,0,0,0,0,1,0,1,0,0,1,0,0,16.8240097366539,11.070178962014833,16.668317164840904,0.0,16.037904707298374,15.761420707019589
11.93646,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,13.170520960584204,0.0,19.563444967928763,17.909855120186375
1.066558,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,17.329435640807215,16.52096198517691,0.0
2.401289,0,1,0,0,0,0,0,0,0,0,0,0,0,17.580553767874243,17.685710630600546,18.63798426745232,16.046020426756478,15.485206719226069,0.0
1.590383,1,0,0,0,0,0,0,0,0,0,0,0,0,15.488861796142027,0.0,15.488861796142027,0.0,18.82295071972398,0.0
13.454169,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,18.56006608498736,0.0,15.245087563720276,16.619201793223382,16.204273347199372
6.523155,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0445224377234235,0.0,20.468887012911487,16.504382492816376,16.532473786429794,17.24949776244942
20.755149,0,1,0,0,0,0,0,1,0,0,0,0,0,17.024753656737573,0.0,13.603554196040628,0.0,19.162618088681747,18.09217667698033
3.873796,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,18.224065217389626,17.150723288902892,16.73518169934258,16.454567887579532
3.210693,0,1,1,0,0,0,0,0,0,0,0,0,0,18.44350711864261,15.509092356730175,18.13120395529382,19.90524939891056,17.35827179381484,16.523560759066484
13.136791,0,0,0,0,0,0,0,1,0,0,0,0,0,17.685710630600546,0.0,17.48728746877223,14.249311714582749,18.029590367555365,18.132998671500584
5.093704,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,18.436208905585534,0.0,16.908135031994988,17.37085861945369
11.696923,0,1,1,0,0,1,0,1,0,0,0,0,0,0.0,0.0,10.746949493754942,17.440383989138304,18.356896690132736,18.420680743952367
4.619593,0,1,0,0,0,0,0,0,0,0,0,0,0,17.030846926340047,17.622173047734595,18.19211837482836,15.063786618182304,17.760674253686474,16.811242831518268
32.070725,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,17.195117058356782,16.74053293321266,15.679843060024426,20.585575366191694,18.348110051117533
5.00725,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,15.612920532973584,0.0,17.54371824348965,17.034386382832476
1.6780130000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,17.3647531618787,0.0,0.0,12.747774649752127,5.739792912179233,0.0
11.356011,0,0,1,0,0,0,0,1,0,0,0,0,0,16.811242831518268,0.0,0.0,19.284048154719574,19.35136903969681,0.0
4.304224,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,14.252084722359667,14.401289096819145,0.0
6.183021,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,16.75015010015565,16.35844654315584
8.345985,1,0,0,0,0,1,0,1,0,0,0,0,0,19.314263035863064,0.0,17.155396844741265,0.0,19.665773808073045,18.31532022829454
12.453452,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,19.7385732187406,0.0,17.685710630600546,19.920303790379254,18.82614585206053
1.9612080000000005,0,0,0,0,0,1,0,1,1,0,0,0,0,18.649633453387086,0.0,17.532947269251572,17.273584117345212,15.535622563963836,14.220975666072441
8.369176,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,16.597913525065273,0.0,18.326773938956805,17.034386382832476
16.376657,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,18.464491062581143,17.92182871638845,15.830413578506539
14.622492999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,17.193098073987297,0.0,13.104126084333036,14.472599379852989,15.816990558174398,17.50439001207821
5.695908,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,20.468887012911487,0.0,16.556350581889475,0.0
7.886926,0,1,0,0,0,1,0,0,1,0,0,0,0,17.19650523230891,17.849840838116407,18.224065217389626,0.0,16.301137115223362,16.11809565095832
9.929808999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,17.728367855274147,0.0,0.0,0.0,17.64852135124261,16.70588231586044
5.2306610000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,17.434381759194572,0.0,17.434381759194572,18.88926802690306,15.561418565803013,14.690979295318177
10.130541000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.410910925953846,0.0,0.0,16.0978929436408,15.201804919084164
8.278079,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,15.700383249998426,0.0,8.55756708555451,15.60727002719233
1.079975,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2.0794415416798357,0.0,14.712645381374536,0.0
11.73956,0,1,0,0,0,0,0,0,0,0,0,0,0,18.600952518043087,0.0,0.0,0.0,19.171062448789122,17.98989782785991
11.840494999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,17.22772651158803,14.697373806781636,17.312018119430753,16.11809565095832
1.372493,0,1,1,0,0,0,0,0,0,0,0,0,0,12.61153775363834,0.0,0.0,0.0,12.61153775363834,14.50865773852422
2.490032,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,18.099477668096878,0.0,11.700897693272998,0.0
8.888278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.572282542694008,0.0,0.0,15.285864318271502,16.012735135300492
10.245682,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,14.935838675270894,0.0
0.9130959999999999,1,0,1,0,0,1,0,1,0,0,1,0,0,0.0,17.44792208920626,18.60300230074632,14.129795612210591,19.826070494589647,18.515990923756693
0.5853970000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,16.331315161473775,0.0,18.13120395529382,18.64552607841188,16.454567887579532,16.477167719496773
7.008512,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,12.97461946368475,0.0,17.264443230151926,0.0
5.3538260000000015,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13.330703496596836,15.068273526459642
6.6750320000000025,0,1,0,0,0,0,0,0,0,0,0,0,0,15.700383249998426,0.0,14.249311714582749,0.0,12.853631281263473,16.70588231586044
6.216637,0,0,0,0,0,1,0,0,0,0,0,0,0,17.903166132035576,0.0,16.300417207752275,17.030846926340047,16.213405830762643,15.201804919084164
3.8058110000000003,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,15.902317409038124,17.97811234337268,9.125653563808989,0.0
10.278957,1,0,0,0,0,0,0,0,0,0,0,0,0,17.084280699106316,0.0,17.833693759220807,0.0,16.786456728307787,0.0
14.131905999999999,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,18.012236181675522,14.485868525818427,18.278643703503143,17.484187304760688
9.322716999999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,17.46392227771708,0.0,18.80739820128088,0.0
5.405958,0,1,1,0,0,1,0,0,0,0,0,0,0,16.644545951231834,0.0,15.04460739400109,16.523560759066484,12.976814925428116,17.034386382832476
1.178642,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.8903717578961645,0.0
1.279443,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,9.735364715141987,0.0
3.520171,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.484796933490657,0.0
10.200398,0,0,0,0,0,1,0,0,0,0,0,0,0,17.966766865643216,19.08004257298168,4.912654885736052,18.7605098115355,17.77491044363214,15.201804919084164
2.6204560000000003,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,15.443159243130813,0.0
8.759774,1,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,18.514741798469892,16.811242831518268
0.768181,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,15.927278064901811,15.068273526459642
0.56257,0,0,1,0,0,0,0,1,0,0,1,0,0,16.000728791188738,16.942815287929513,0.0,0.0,13.01206625227174,0.0
6.047757,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,16.781453142124334,17.968124028310353
7.54701,0,0,0,0,1,0,0,1,0,0,0,0,0,17.19650523230891,15.912696851161726,0.0,17.532947269251572,16.73611295278044,17.281246460764002
4.456904,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,18.464491062581143,0.0,11.642048404629572,15.068273526459642
1.319188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,16.087403323519762,0.0,16.323245970632282,0.0
10.850569,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,16.59893888138072,14.978661367769954,11.736069016284436
5.997054,0,1,0,0,0,0,0,0,0,0,0,0,0,13.235815269406785,0.0,0.0,0.0,16.654358176116702,16.012735135300492
9.825841,0,0,0,0,0,1,0,0,0,0,0,0,0,16.914176559908434,18.819608865779678,16.57722688938422,17.46952622173729,17.955004681268175,17.50439001207821
0.836108,0,0,0,1,0,0,0,1,0,0,1,0,0,17.414609714253928,17.414609714253928,17.414609714253928,0.0,10.126631103850338,0.0
8.802715,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,14.360083481509733,0.0
10.966014999999999,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,18.839536469556588,15.245087563720276,18.786825978791047,16.759949537130716
6.5011769999999975,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,14.931307671386485,17.549204354561176,15.424948470398377
11.189831,1,0,1,0,0,1,0,1,0,0,1,0,0,18.420680743952367,18.420680743952367,13.603554196040628,0.0,17.01829082146888,14.50865773852422
9.021668,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,17.833693759220807,0.0
5.524866,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,14.765483230734766,0.0
8.55931,1,1,0,0,0,1,0,1,1,0,0,0,0,17.665658159674333,15.925474393888807,18.44350711864261,17.134583366373825,16.300417207752275,15.068273526459642
8.929393,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,14.847931048474093,16.213405830762643
6.116093,1,0,0,0,0,0,0,0,0,0,0,0,0,16.233268171070975,0.0,0.0,0.0,17.183061941501055,16.33870711925433
1.406181,1,0,0,0,0,1,0,1,0,0,0,0,0,17.966766865643216,18.099477668096878,0.0,0.0,19.14960002977795,17.45309671769066
5.496624,0,0,0,0,0,1,0,0,0,0,1,0,0,15.424948470398377,16.996817258654954,16.676998670649084,0.0,16.51203330587609,18.31532022829454
0.060645000000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13.18562733663285,0.0
14.778884,1,0,1,0,0,1,0,1,0,0,0,0,0,17.07665291430666,0.0,0.0,0.0,18.64552607841188,16.523560759066484
11.137888,1,0,1,0,0,1,0,1,0,0,0,0,0,19.0901129441338,18.221918695863426,19.068756795400887,0.0,18.866436601495106,17.281246460764002
5.844016000000001,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,18.44650620730786,0.0,17.254271125994705,17.216707939626428
5.725912,0,1,0,0,0,0,0,0,0,0,0,0,0,10.809748150372926,0.0,0.0,0.0,16.85798332511883,0.0
10.313689,0,0,0,0,0,0,0,0,0,0,0,0,0,17.35265027775144,17.757581003512573,14.55317067313705,0.0,16.898839566319243,0.0
9.534232000000001,0,1,1,0,0,0,0,1,0,0,0,0,0,14.8180736604968,0.0,11.502875129116724,0.0,16.680857399452158,15.60727002719233
9.796552,0,1,0,1,0,0,0,0,0,0,0,0,0,19.04121231669032,18.630187633195746,17.092230068486714,16.38045991542581,19.28644125443523,18.22830885130491
1.36737,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.944150870798529,0.0,18.89692546947697,16.454567887579532
3.172765,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,15.159290607986984,15.424948470398377
0.722511,0,1,0,0,0,0,0,0,1,0,0,0,0,13.46453363514018,13.46453363514018,13.46453363514018,0.0,13.733215315237446,12.464583340681678
16.088366,0,0,0,0,0,0,1,0,0,0,0,0,1,20.66174732272718,0.0,0.0,0.0,20.071859000294808,19.00846740885449
12.017861,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,18.32095251492548,0.0,0.0,16.608996957224182,0.0
5.263187,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,16.62942114976596,15.201804919084164
7.271503,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.677957529828927,4.912654885736052,18.193780143760442,17.50439001207821
6.395748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.56006608498736,0.0,17.180087661077042,17.450882979706165,0.0
13.762328,1,1,0,0,0,1,0,1,0,0,0,0,0,0.0,17.622173047734595,0.0,0.0,16.393302252322158,0.0
3.3113919999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,14.847765784061346,0.0,17.52168363661458,17.52763430807157,13.520892486991375,15.319587954740546
1.1656790000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,13.710150042306447,0.0,13.710150042306447,0.0,11.657934486880205,0.0
0.8614729999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11.82190169888669,15.761420707019589
12.915358,0,0,0,0,0,1,0,1,0,0,0,0,0,18.574631512370093,18.50668663644517,0.0,15.603765727633887,18.17119765774044,17.909855120186375
